Image,Prompt,Category,Prompt_Chinese
5fd51270b49865187e808eaa3afa8b30.JPEG,"There is a yellow semi-oval gate archway in the middle. There is a white round clock above the gate archway. Under the gate archway, there is a running black car and some people wearing white clothes, wearing black clothes, etc., sitting on the left. There are two people wearing blue shawls and one wearing black clothes and an orange building. The orange building has a white semi-elliptical door on the first floor and a black and yellow door number. The semi-elliptical door has A balcony with four white door openings half surrounded by black iron bars.",Indoor Scenes,中间有一个黄色的半椭圆形门牌坊，门牌坊上面有一个白色圆形时钟，门牌坊下面有一辆正在行驶的黑色汽车和一些身穿白色衣服、身穿黑色衣服等形形色色的人，左边坐着一个身披蓝色披肩、一个身穿黑色衣服的两个人和一栋橙色的楼房，橙色楼房有一楼有一个白色的半椭圆形大门和挂着一个黑黄色的门牌，半椭圆形的大门上面有一个半围着黑色铁栏的四个白色门洞阳台。
bb6b656191eebc3fe1621750240c772e.JPEG,"A self-built house by a farmer, with many corns and two lanterns hanging on the beams. There are red Spring Festival couplets posted on the door. There is a yellow advertisement on the cement wall that says Xinglin Zui Nongjia Le. Sitting in front of the building was a man wearing a blue shirt and jeans, smoking and looking at his cell phone, and a girl wearing a pink top. There are some daily necessities scattered in the yard. There is a blue awning on the side of the house, with some kitchen utensils underneath.",Indoor Scenes,一个农家的自建房，房梁上挂着许多玉米和两个灯笼。门上贴着红色的春联。水泥墙上贴着黄色的广告上写着杏林醉农家乐。建筑前方坐着一个穿蓝色上衣牛仔裤，正在抽烟看手机的男子和一个穿着粉色上衣的女孩。院子里凌乱的摆放着一些生活用品。房子侧面有一个蓝色的遮阳棚，下面是一些厨房用具。
f1c62273de2edd43488bcdb0cbf36da0.JPEG,"Under the blue sky, there are several brightly colored houses. On the left is a house with pink walls and black roofs and white windows. In the middle is a two-story house with purple walls and white windows. There is another house on the second floor. There is a small balcony with a wooden fence. On the right is a white house with gray curtains hanging in the windows. In front of the house is a blue sea. Three houses of different colors are reflected in the sea as if they are connected together.",Indoor Scenes,碧蓝的天空下，有几座颜色艳丽的房子，左边是粉色墙体和黑色屋顶的房子，还有白色的窗户，中间是一个紫色墙体和白色窗户的两层房子，第二层还有一个小阳台，阳台上有木质的围栏，右边是白色的房子，窗户里面挂着灰色的窗帘，房子前面是一片蓝色的大海，大海里倒影出三座不同颜色的房子像是连在一起一样。
f78bb1d78fef780ddedc909b191d8a35.JPEG,"In a room with a wooden floor, in the lower left corner is a cabinet with a white panel and a blue base. There is a stool next to the cabinet. There is a blue leather sofa in the lower right corner. There is a wooden coffee table in front of the sofa and behind the sofa. There are several floor lamps, a brown leather stool in the upper right corner, a dining table in front of the stool, and a refrigerator, cabinets, kitchen utensils and other things in the upper left corner.",Indoor Scenes,在一个木质地板的房间里，左下角是一个白色面板，蓝色底座的柜子，柜子旁放着一个凳子，右下角放着一个蓝色的皮质沙发，沙发前面放着一个木制茶几，沙发后面是几盏落地灯，右上角是一个棕色皮质凳子，凳子前面放着一套餐桌，左上角放着冰箱，橱柜，厨具等东西。
c31995706eac113ed699ed521693edb0.JPEG,A building. The exterior wall of the building is beige and uneven. There is a door on the wall. There is a door frame around the door. There is a balcony in front of the door. There are curved railings around the balcony. The lower part of the balcony and the door frame are It is brown and has different patterns and shapes carved on it. There are also one rectangular and two square recesses on the wall. The roof is also brown with patterns carved on it. The sky is blue.,Indoor Scenes,一座建筑物，建筑物的外墙是米黄色的，凹凸不平，墙上有一扇门，门的周围有门框，门前面有一个阳台，阳台的周围有曲线的造型栏杆，阳台的下部和门框都是棕黄色的，上面雕刻着不同的花纹和造型。墙上还有一个长方形和两个正方形的凹口。屋顶也是棕黄色的，上面雕刻有花纹。天空是蓝色的。
02a2b6e220f6756918459d60874b55c7.JPEG,"The inner and outer layers of the walls of the Muhammad Ali Mosque are covered with yellow alabaster. The two minarets reach into the sky. The prayer hall is square, with a towering large dome as the center of the hall, surrounded by four semicircles and the main hall. Correspondingly, there are four tall pillars in it, and there are some small domes around it. There is a bathroom in the middle of the mosque, surrounded by some round arches, and the stone pillars of the arches are white.",Indoor Scenes,穆罕穆德·阿里清真寺墙内外层均敷以黄色雪花石膏，两个宣礼尖塔直插云霄，礼拜殿呈正方形，上面有高耸的大圆穹顶为殿中心，四面环有四个半圆殿与正殿相应，还有四根高柱居其中，四周还有一些小穹顶，清真寺正中有一盥洗室，周围是一些圆形拱门，拱门石柱是白色的。
30cbf35ca967129fd10a33743e58f458.JPEG,"A woman wearing a green hat, gray overalls, and a high-collar lining holds a kitchen knife in her left hand and leans on a wooden chopping board. There are three coconuts on the chopping board. There are also six coconuts piled together next to the chopping board. Female There is a small boat next to it. There is a man on the boat. There are ten bottles of different types of drinks placed on the edge of the boat. Below the boat is the turbid river water.",Indoor Scenes,一个戴着青色斗笠，灰色工装服，高领内衬的女性，左手拿着菜刀靠在木质案板上，案板上放有三个椰子，在案板旁也放有六个堆在一起的椰子，女性的旁边有一艘小船，船上有一个男性，船的边缘处放有十瓶不同款式的饮料，船的下方是浑浊的河水。
e9bc7cea856ce23b7101512558d332c0.JPEG,"It shows a man cooking in the kitchen. The flame in the pot is as high as the man, but the man's expression looks very calm. There are large and small spice jars on the right side of the man. There are spoons in the jars for easy access. There is a spoon on the kitchen window. Two emerald green bottles, a view through the kitchen door to a blue bench in the yard and a window with a red frame on a black theme background",Indoor Scenes,展示了一位男子在厨房烹饪，锅里的火焰和男子齐高，男子表情却显得非常从容，男子右手边有着大大小小的调料罐子罐子里放着勺子方便取用，厨房的窗户上放着两个翠绿的瓶子，透过厨房的门可以看到院子里的蓝色板凳和一扇红色框架的窗子，主题背景为黑色
c6886e55a77882a88040910923125d4d.JPEG,There is a narrow path between two tall buildings. There is a picture on the left wall and many closed windows. There are some white pipes on the right wall. There are some grasses on both sides of the road. At the end of the road there is There is a brick wall with some green plants climbing on it. There are two signs with words on it outside the path. There is a balcony above and there is a green plant on the balcony.,Indoor Scenes,在两个高大建筑中间一条狭窄的小道，左边的墙上有贴着一张图片，还有很多关闭的窗户，右边的墙壁上有一些白色管道，路的两边有一些小草，路的尽头有一堵砖墙，墙上面还爬着一些绿色的植物，在小路外面有两个带字的牌子，上面有一个阳台，阳台上有一株绿色的植物。
f2aee735a5aed85f978ca4bb3ccb7563.JPEG,"A man wearing a hat and a white coat, carrying many bamboo baskets, was walking on the gray road. On the second-floor balcony of the house on the right side of the road, there are many vines growing, some of which have red flowers. One of the buildings has a green exterior. There is a huge green plant in front of the house on the left, and there are pedestrians on the far side of the road, with the blue sky in the background.",Indoor Scenes,一个人戴着帽子，穿着白色上衣，背着许多竹篓，走在灰色的马路上。马路右边的房子二层的阳台，生长着许多藤蔓植物，有的开出了红色的花朵。其中有一座建筑的外墙是绿色的。左边房屋，前方有一颗巨大的绿色植株，马路的远处也有行人，背景是蓝色的天空。
3352ceed96729b89274e677ce13bc485.JPEG,"An old man wearing a black coat and top hat sat on a back chair on the balcony. He crossed his legs, held a blue document in his hand, and faced the distance with his back turned. There are two pots of red flowers on the balcony guardrail, there are leisure people downstairs, there are blurry buildings and green lawns in the distance, there are also a few big trees planted, and the blue sky and white clouds are above the head.",Indoor Scenes,一位身着黑色上衣，头戴礼帽的老人坐在阳台的靠背椅上，他翘着腿，手里拿着蓝色的文件纸，背对着面向远方。阳台护栏上有两盆红色的鲜花，楼下有休闲的人群，远处有模糊的建筑物和绿色的草坪，还种着几棵大树，头顶是蓝天白云。
c415ca278ede660b811f6a77fc00f77e.JPEG,"There are many houses with orange walls in the city, and their roofs are paved with orange bricks. One of the roofs has many pointed poles, and there is a natural balcony on the roof in the lower right corner. There is a silver hollow parasol on the balcony. There are two tall buildings in the middle of the group of houses. One of the buildings has a pointed roof, and there are green woods and rolling mountains in the distance.",Indoor Scenes,城市上有许多橘色墙面的房子，其房顶是橘色砖瓦铺成。其中有一个屋顶上有着许多的尖尖小杆，在右下角的屋顶上有着一个天然的阳台。阳台上有一个银色的镂空遮阳伞。在房屋群中间有两个高高的建筑物。其中一个建筑物的屋顶是尖尖的，远处有绿色的树林和连绵的高山。
030d91df7a8cc4de79bc9c2390ff2894.JPEG,"In a room covered with gray matte tiles, a single sofa is at the front. Behind the single sofa is a dining table and six dining chairs. Behind the dining table is a set of kitchen cabinets, and in front of the left side of the cabinet is a floor lamp. Behind the floor lamp are two windows, in front of which are placed two small tables and four decorative vases. Outside the window are green plants, roads and cars.",Indoor Scenes,铺着灰色磨砂面瓷砖的房间里，一个单人沙发在最前面，单人沙发后面是一组餐桌，六个餐椅，餐桌后方是一组厨房整体橱柜，橱柜左前方是一盏落地灯。落地灯的后方是两扇窗户，窗前摆放着两张小型桌子和四个装饰花瓶。窗外是绿植、道路和汽车。
75a9ba449a72869d5052fa32807c54cf.JPEG,"There is a long wooden board in the middle of the pink path, and moss grows on some of the walls close to it. There is a rectangular hole on the wall close to it, which is decorated with iron fences. The balcony of the window is made of iron. Surrounded by a fence, there are four potted plants and green plants on the balcony of the railway station. The door on the right is made of wood.",Indoor Scenes,粉红色的小路，中间摆放着一个长长的木板，还有一些靠近的墙面生了苔藓，它靠近的墙面有一个长方形的洞下面是用铁栅栏装饰着，窗户的阳台是用铁栅栏包围起来的，铁站的阳台上放着4个盆栽，种着绿植。右侧的门是木头做的门。
b6e98dcf6fa3eff58994412b17a94a10.JPEG,"In the middle of a vegetable market sat a knife sharpener wearing a black cotton coat and black hat. He was holding a kitchen knife in his hand and was sharpening it. There were some already sharpened kitchen knives and scissors on the ground in front of him. There are shops in the vegetable market on both sides, and behind him there is an aunt sweeping the road. There are many stalls selling things in the back.",Indoor Scenes,一个菜市场的中间坐着一位穿着黑色棉衣，戴着黑色帽子的磨刀匠。他手里拿着一把菜刀正在打磨，前面的地上摆着一些已经磨好菜刀和剪刀。两边是菜市场的商铺，身后有一位正在扫马路的大妈。后面有许许多多的摊位再销售东西。
c24f143f8cc521a6e83819b2bc0db5dd.JPEG,"There is a dilapidated house under the gray sky. Part of the wall of this house has fallen off. The house has a brown wooden door with the number 6 written on it. There is a small window on the second floor of the house, and there is a small window next to the window. There is a lamp, a small balcony on the third floor of the house, and a chimney protruding from the roof.",Indoor Scenes,在灰色的天空下有一栋破旧的房子，这栋房子的墙面有一部分已经掉落，房子有一个棕色的木门，门的上方写着数字6，房子的二楼有一个小窗户，窗户旁边还有一盏灯，房子的三楼还有一个小阳台，房子内还有一个烟囱从房顶伸出。
5f4de46af2940ad54867354639a32436.JPEG,"There is a white bed on the wooden floor. There is a wooden wall on the left. There are gray curtains and a glass cabinet on the right. Green plants are planted in the cabinet. There is a kitchen without tools at the back. There is a kitchen on the left that is full of mirrors. pillars, the mirror reflects the scene of the living room, there are small ceiling lights and a chandelier above",Indoor Scenes,木地板上有一张白色的床，左方是木质的墙壁，右方有灰色的窗帘和一个玻璃柜子，柜子里种了绿植，后方有一个没有工具的厨房，厨房的左边有一个都是镜子的柱子，镜子里映照着客厅的情景，上方有天花板的小灯和一个吊灯
7ce6292bdb2f5d78fcb1da0e09e19b9d.JPEG,"In a narrow street, there are many murals painted on his walls. A nearby one depicts a dark-skinned woman with a few flowers on her head and a cigarette in one hand. , the other hand is holding the other hand flat. There is a potted plant against the wall. On the other side is a pink door and pink window. There are two air conditioner outdoor units above. It's just a balcony corridor.",Indoor Scenes,在一个狭小的街道上，他的墙壁上画着许多的墙画，近处一个强化的，上面是画着一个黑色皮肤的女人，他的头上戴着几朵鲜花，一只手夹着烟，另一只手平着托着另一只手，在一处靠墙的地方有着一处盆栽，另一侧是一个粉红的门和粉红的窗户，上面有两个空调外机，再往上就是一个阳台走廊。
145cbaa22bd973cbe71f17bf04fd6f61.JPEG,"In the kitchen at home, the wife looked at her husband with a smile. Her husband was juggling two oranges in his hand. The two children on the right also looked at this side with a smile. They were sitting on a white high stool with something in front of them. There is a plate of oranges, and there are cut oranges on the chopping board. The furniture in the kitchen is white.",Indoor Scenes,家里的厨房内，妻子笑着看向丈夫，她丈夫手里拿着两个橙子在耍杂，右边两个孩子也笑着望向这边，他俩坐在白色的高凳上，面前摆着一盘橙子，案板上还有切好的橙子，厨房里的家具是白色调的。
4b32d2eca8c025bb9ac276c246fd096b.JPEG,"A man wearing a gray beret, a blue bottoming shirt, a black vest, a coffee-colored windbreaker, black suit pants, coffee-colored leather shoes, was leaning on the fence on the street. Behind the man was a small balcony with a black Fence, to the left of the man is a wall with a black plaque hanging on it, and to the left of the wall is a room enclosed by a black fence.",Indoor Scenes,一位戴着灰色贝雷帽，穿着蓝色打底衬衫黑色马甲咖色风衣黑色西装裤咖色皮鞋的男人倚靠在街边的围栏上，在男人的身后是一个小阳台，小阳台上有黑色围栏，在男人的左边是一堵墙，墙上挂着一块黑色的牌匾，墙的左边是一块被黑色围栏围起来的房间。
4e0dd302e699fbbafce46a8a52b8f3de.JPEG,"In a cold dish shop decorated in an antique style, there are beautifully plated dishes in front of the shop, with the shop's signature dishes hanging on them. On the wall is a picture of five chefs holding kitchen utensils with the words 'A Table of Good Rice, Craftsmanship' In the painting, on the right side is a chef wearing a mask and chef uniform, with two freezers behind him.",Indoor Scenes,一个装修古风的凉菜铺子里，店前摆着精美摆盘的菜肴，上面挂着店里的招牌菜肴，墙上贴着一副五个大厨手拿厨具并写着一桌好饭、匠心之作的画作，右侧是带着口罩、身穿厨师服的大厨，后面摆放着两个冰柜。
e44b6efcf35a7f096043137da7fec9f1.JPEG,"There is a very large bed in the bedroom, which is covered with white sheets and a gray mattress. A round mirror hangs on the wall above the bed, and a green plant is placed on the bedside table. There is a large wardrobe next to the bed, reflecting everything in the room. There was only one light in the room that illuminated everything, making the bedroom even brighter.",Indoor Scenes,卧室里面有一张非常大的床，床上铺着白色的床单和灰色的床垫，床头的墙上面挂着一个圆形的镜子，床头柜上面放着一个绿植。床的旁边有一个大衣柜，反射出房间的一切。房间里只有一盏灯照亮了一切，让卧室更加明亮。
0ce58bb33746f6627f2c7abe946de496.JPEG,"There are a bunch of dilapidated buildings under a white sky. On a nearby street, a man is busy. There are many kitchen supplies in front of him and a lot of food on the shelves. The chef is wearing a uniform. Wearing a black shirt with white stripes and a pair of black trousers, there were many pillars erected next to it to support the awning above.",Indoor Scenes,在一片白茫茫的天空下有一堆破旧不堪的建筑，在近处的一条街道上有一个男人正在忙碌着，他的面前有许多的厨房用品，在架子上还有许多的食物，厨师身穿一件黑色带着白色条纹的衬衫，穿了一条黑色的裤子，旁边竖立许多的柱子支撑着上面的雨棚。
8c6436c777d5e66c411a7d34b14d0208.JPEG,"Next to a rolling sea is a golden beach. On the beach is a lady wearing a hat and a red skirt. There are green mountains beside the beach, with big green trees on the mountains. There are rows of cables above the two mountains, with two cable cars on them. There is a shed covered with gray cloth on the beach. The road to the shore is paved with gray bricks. A man and a woman were sitting on the road. The man put his arm on the woman's shoulder. Not far from them, there was a stall with three boxes of different colors on a small cart. The red box in the middle had JS written on it and some drinks. Next to the cart were an umbrella and a bicycle. There are three men standing on the platform of the trolley leaning against the shore. One is wearing red clothes with his hands crossed, and the other is wearing a blue jacket and hat and looking into the distance. There was also a man wearing only trousers standing barefoot next to him. Between them were trash cans and a rack with clothes on them.",Outdoor Scenes,一个翻滚的大海边是金黄色的沙滩，沙滩上边有一位戴着帽子穿着红色裙子的女士。沙滩边上有着充满绿色的高山，山上绿油油的大树，在两座山的上空有着一排排的缆绳，上面有两个缆车。沙滩上有一个灰色布子搭着的棚子。岸边的路上是由灰色的砖铺成的路。路上坐着一位男士和一位女士，男士的胳膊搭在了女士的肩膀上。在他们旁边不远处，有着一个摊位，一个小推车上放着三个颜色不同的箱子，而中间红色的箱子上面写着JS，还放着一些饮料。小推车旁放着一把伞和一辆自行车。小推车靠着岸边的台子上站着三位男士，一位穿着红色衣服双手交叉着，一位穿着蓝色上衣戴着帽子看向远处。还有一位只穿着裤头的男士光脚站在旁边。他俩中间放着垃圾桶和一个放着衣服的架子。
1fd545789578352709cbc06943b87b67.JPEG,"In a white room, there is a carpet on the wooden floor. There is a brown pillow and a magazine on the carpet. In front of the pillow is a bed with a green blanket and a quilt. A brown pillow and two white pillows. There is a square decorative painting on the right wall of the bed; on the left is a window with brown and white curtains. There is a white dressing table between the window and the bed. , there are pink plant decorations and some accessories and cosmetics on the makeup table. The makeup mirror is an irregular shape. There is a brown makeup stool in front of the makeup table; there is a bedside table on the right side of the bed with a green plant on it. The bedside table There is a bedside lamp above which is in the shape of three spheres. Directly above the bed, there are three small round lamps. There is a green lawn and a lake outside the window. On the opposite side of the lake is a small forest.",Outdoor Scenes,在一个白色的房间里，木色的地板上铺着一张地毯，地毯上放着一个褐色的抱枕和一本杂志，抱枕的前面是一张床，床上有一条绿色的毯子和一床被子、一个棕色的抱枕以及两个白色的枕头，在床的右面墙上有一幅方形的装饰画；左面是一个窗户，窗户上有褐色和白色两种窗帘，窗户和床的中间有一张白色的化妆桌，化妆桌上有粉色的植物装饰和一些饰品以及化妆品，化妆镜是一个不规则的形状，化妆桌前面有一张棕色的化妆凳；床的右面有一个床头柜，上面有一株绿色的植物，床头柜的上方有一个床头灯是三个圆球环形，在床的正上方，有三个小圆形的灯，窗户外面有一片绿色的草坪和一个湖，湖的对面是一片小树林。
4d0560759b9c6251a8f59ffd6f1684ab.JPEG,"The water in the river is very clear, and the house is reflected in the water. There are many men, women, and children on the bank. They are wearing clothes of different colors and have different body shapes. They are all in different positions, and some of them are standing. Yes, some are sitting, and some are standing in the water. There are many flowerpots next to the people. There are plants in the flowerpots. The leaves of the plants are very green. The shapes of the flowerpots are different. On the flowerpots There are many steps. There are handrails on both sides of the steps. There are platforms on both sides of the steps. There are white guardrails on the platforms. There are houses on the steps. The colors of the houses are different. The styles of the buildings are different. The houses are distributed in different areas. Location, there are many trees next to the house. The trees are very dense, the leaves are very green, and there are white clouds floating in the sky.",Outdoor Scenes,河里面的水非常的清澈，水里面映着房子的倒影，在岸上有许多的男人，女人，孩子，他们身穿不同颜色的衣服，体型不一样， 人都在不同的位置，人有站着的，有坐着的，还有的人站在水中，在人的旁边有许多的花盆，花盆里面都有植物，植物的叶子非常的绿，花盆的形状都不同，在花盆上面有许多的台阶，在台阶的两边都有扶手，在台阶的两岸都有平台，在平台上都有白色的护栏，台阶上面有房子，房子的颜色不同，建筑的风格不同，房子分布在不同的位置，在房子的旁边有许多的树，树非常的茂密，叶子非常的绿，天空中飘着白云。
8922c2908fb4265736ed41e58f8e36b5.JPEG,"Outside the transparent glass is a green-blue lake and a mountain covered with green trees. There are white parasols and deck chairs on the balcony. Brown curtains are hung next to the transparent glass in the room. There is a window next to the window. There is a mahogany-colored background wall with a circular landscape painting hanging on the wall. Below is a white double bed with blue pillows and cloth. There are dark red bedside tables on the left and right sides of the bed, and the door It is brown, with two white desk lamps placed on it. There is a chair next to the bedside table on the left. There is a dark red wooden round table and an armchair behind the end of the bed. There is an off-white sofa on the left side of the round table. There are light blue, dark blue and zebra striped pillows on the sofa. There is a round light brown carpet under the sofa. The entire room is covered with dark red wooden floors.",Outdoor Scenes,透明的玻璃外面是一片绿蓝色的湖水和一座上面长满绿色树木的大山，阳台上还放着白色的遮阳伞和躺椅，房间里透明玻璃旁挂着棕色的窗帘，紧挨着窗户有个红木色的背景墙 ，墙上面挂着一幅圆形的风景画，下面是一个白色的双人床，床上有蓝色的枕头和围布，床的左右两边各自放着一个深红色的床头柜，门是棕色的，上面放着两个白色的台灯，左边床头柜旁边还放着一把椅子，床尾后面放着一个深红色的木质圆桌和一把靠椅，圆桌的左边放着一个米白色的沙发，沙发上有浅蓝、深蓝和斑马条纹的抱枕，沙发下面铺着一块圆形浅棕色的地毯，房间整个地面是深红色的木地板。
a6654e3397f9108d85dcf5bd0a4d7048.JPEG,"In the lake full of fallen leaves, there is a small boat with seven people on it. On the left is a woman wearing a black top. In front of her is a little boy. Behind her is a woman wearing a red sleeveless top. , in the middle is a woman wearing a white top, on the right is a man wearing a white hat, white top, and white shorts, and next to him is a man wearing a dark blue top, blue jeans, their A man in a blue shirt stood behind him. There is a row of houses with brightly colored walls neatly arranged on the left bank of the lake. There are some people standing against the fence on the shore. There is a lady wearing a green lining, a red coat, and white trousers, with her arms resting on the fence. There is also a man wearing a dark gray top and off-white shorts. Some pink flowers nearby. The sky is dark.",Outdoor Scenes,在满是落叶的湖水中，有一艘小船，小船上有七个人，左侧是一位身穿黑色上衣的女士，她的前面有一位小男孩，后面是一位身穿红色无袖上衣的女士，中间是一位身穿白色上衣的女士，右侧是一位头戴白色帽子，身穿白色上衣，白色短裤的男人，旁边还有一位身穿深蓝色上衣，蓝色牛仔裤的男人，他们的后面站着一位身穿蓝色上衣的男士。湖水的左岸有一排墙面颜色鲜艳的房屋整齐的排列着，岸边靠着围栏站着一些人，有一位身穿绿色内衬，红色外套，白色裤子的女士，双臂搭在围栏上，旁边还有一位身穿深灰色上衣，米白色短裤的男士。近处一些粉红色的鲜花。天空是昏暗的。
760e08bc55711e5bbbfbbbe04dbcc6d1.JPEG,"A wooden staircase with wooden handrails, stable structure, safe and reliable. The steps of the stairs are made of wide and thick wooden boards, and the surface has been polished to make them non-slip and beautiful. A wooden staircase leads to a viewing platform made of wooden planks of the same material as the staircase. There is a protective railing on one side of the stairs to ensure the safety of pedestrians. The railing is composed of horizontal and vertical wooden strips, with a stable structure and good protective performance. At the bottom of the stairs, there is a wooden walkway that connects the stairs and the viewing platform, allowing pedestrians to easily reach the viewing platform from the ground. Walking down the stairs, a tranquil river comes into view, with sparkling water and sunlight leaving shining rays on the water. On both sides of the river bank, lush trees extend along the river, with dense branches and leaves, accompanied by blue sky and white clouds.",Outdoor Scenes,一个木质楼梯，楼梯的扶手为木质，结构稳固，安全可靠。楼梯的台阶由宽厚的木板组成，表面经过打磨处理，既防滑又美观。木质楼梯通向一个观景平台，该平台由同样材质的木板铺设而成，与楼梯相得益彰。楼梯的一侧设有防护栏杆，以保障行人的安全。栏杆由横向和竖向的木条组成，结构稳固，具有良好的防护性能。在楼梯的底部，还有一段木质的走道，连接着楼梯和观景平台，使行人能够轻松地从地面来到观景平台。沿着楼梯往下走，一片宁静的河流映入眼帘，水面波光粼粼，阳光在水面上留下闪亮的光芒。河岸两侧，郁郁葱葱的树木沿着河流延伸，枝叶茂密，蓝天白云做伴。
50172d3815211ca56c66fbbecd73d640.JPEG,"There are many trees and grass in the river, and the leaves are very green. There are many boats in the river. The boats are of different colors and shapes. The boats are scattered in different positions. There are three bridges on the water. There are many pedestrians on it, all wearing clothes of different colors. There are three buildings on the road. There are many trees that are very dense and the leaves are very green. There are many houses next to the trees. The houses are of different shapes and scattered. At different locations, there is a tower next to the house. There is a river next to the tower. There are boats in the river. There are many trees on the bank. They are very dense and the leaves are very green. There are many houses next to the trees. Houses Distributed in different locations, there are many houses in the distance, with white clouds floating in the blue sky.",Outdoor Scenes,河里面有许多的树和草，叶子都非常的绿 ，在河里有许多的船，船的颜色不同，船的形状不同，船都分散不同的位置，在水的上面有三座桥，桥的上面有许多的行人，都穿着不同颜色的衣服，在路面上有三个建筑物，有许多的树非常的茂密，叶子非常的绿，树的旁边有许多的房子，房子的形状不同，房子都分散在不同的位置，房子的旁边有座塔，在塔的旁边还有条河，河里面有船，岸上有许多的树，非常的茂密，叶子非常的绿，树的旁边有许多的房子，房子分布在不同的位置，在远处还有许多的房子，在蔚蓝的的天空中飘着白云。
39645c3e8bef450613d63ebddf92a2ef.JPEG,"Some people were standing on a street near the lighthouse on the seaside. The street was paved with stone pavements. Some of the slates were purple, some were blue, and some were khaki. There was a circle of stones beside the street. Next to the fence is a large ocean with rough waves. There is a lighthouse in the sea. The whole lighthouse is white. The railings on the lighthouse, the bottom of the lighthouse and the decoration on the lighthouse are all black. There is also a dark blue on the top of the lighthouse. On the top of the small pavilion, a reef is exposed in the distance. Above the mountain and sea is a large sky. There is not a single cloud in the sky. The whole sky is divided into three layers. The bottom layer is blue-purple, and the middle layer has some yellow hair. Gray, the top layer of sky is light blue",Outdoor Scenes,一些人站在海边的灯塔附近的一条街道上，街道是石板路铺成的，有的石板是紫色的，有的石板是蓝色的，有的石板是土黄色的，街道旁边有一圈石头砌成的围栏，围栏旁边是一大片海洋，波涛汹涌，海有一座灯塔，灯塔整体是白色的，灯塔上的栏杆和灯塔底部以及灯塔上的装饰都是黑色的，灯塔的最上面还有一个深蓝色顶的小亭子，Ha的远处露出一座礁石山海的上面是一大片天空，天空上一片云都没有，整片天空分成三层，最下面一层是蓝紫色的，中间一层有些发黄发灰，最上面一层天空是淡蓝色的
dace664c4a3d096a55aed735cd159557.JPEG,"Several red wooden tables were put together to form a long table. On the table, there was a round rice cake with the word 'Shou' written in red on it in a large flat bamboo basket. The table was filled with several old people, all of whom were very old. They were smiling and eating at the rich food on the table with their mouths open. In the middle, a woman wearing colorful cotton clothes stood up and talked to the person next to her. In the middle of the table is a red wooden tray with a big pig's head covered with red paper. Next to it is a plate of apples arranged in a mountain shape, several plates of peanuts, melon seeds, etc. A row of red lanterns hangs under the eaves behind the old man. On both sides of the main door is a red background with the word 'Shou' in black letters.",Outdoor Scenes,几张红色的木板桌子拼在一起形成一条长桌，桌上一个大大的扁竹筐里放着一块圆形的写着红色“寿”字的年糕。桌边坐满了几个老人，他们年纪都很大，正在合不拢嘴的看着桌上丰富的食物笑着、吃着。中间一位穿花色棉衣的女人站起身来和旁边的人说话。桌子的中间一个红色木托盘中一个大大的猪头上撒着红纸，旁边是一盘摆成山字形的苹果还有几盘花生瓜子等等。老人身后的屋檐下挂着一排红红的灯笼，正屋门两边各贴一个红底黑字的“寿”字
3991a7f5bbc8cff6e19ff6a76c5ea8e3.JPEG,"There is a huge metal sculpture on the beach. His right leg is forward, his left leg is striding backwards, facing the sea, his left hand is on a crutch, and his right hand is clenched and raised above his head. At the foot is a square concrete pier with some plastic bags containing things. A man wearing a gray cotton coat, blue denim trousers and gray shoes stood next to the sculpture with his right hand holding his left leg and his left hand clenched and stretched forward. A group of people wearing different clothes stood in front of the statue, some holding cameras and taking photos. Behind them was an earthy-colored wooden house. There are some people standing on the beach in the distance. The sea is gray, green trees can be seen at the end of the sea, and the sky is cloudy.",Outdoor Scenes,海边有个巨大的金属人物雕塑，右腿向前，左腿向后大踏步面朝大海，左手拄拐，右手握拳举过头顶。脚下是正方体的水泥墩，放着一些装着东西的塑料袋。一个身穿灰色棉衣、蓝色牛仔长裤和灰色鞋子的男人右手扶着他的左腿，左手握拳伸向前方站在雕塑旁边。一群身穿不同衣服的人站在雕像前， 一些人拿着相机拍照留念，他们身后是一个土黄色的木房子。远处有一些人在海边站着，大海是灰色的，海尽头能看到绿树，天阴着。
d433749b02af65df7b12a0ecee68f96f.JPEG,"There are a brown boat and a blue and white boat floating on a blue-green river. There is a man in red clothes and two people in gray clothes on the brown boat. On the left and right sides of the river are low boats. The building stretches into the distance. There are red buildings in the close view on the left side of the river, and yellow buildings on the right. There are brown windows on the second and third floors. There are green plants on the left and right sides of the arched doorway on the first floor and in front of the windows on the second floor. The river along the first floor is black. metal railing, a man in a gray suit is standing in front of the doorway and talking on the phone. The sky is filled with gray clouds.",Outdoor Scenes,一条蓝绿的的小河上飘着一艘棕色的小船和一艘蓝白相间的小船，棕色的船上有一个穿着红衣服的人和两个穿灰衣服的人，河的左右两边是低矮的建筑延伸向远方。河左侧近景处是红色的楼，右侧是黄色的楼，二楼和三楼有棕色的窗户，一楼拱形门洞左右两侧和二楼窗前有绿植，一楼沿河是黑色的金属栏杆，一个穿灰色西服的男人正站在门洞前打电话。天空中布满了灰色的云彩。
